Detailed Statistics Airborne Time  
Origin Airport: Seattle, WA: Seattle/Tacoma International (SEA)
Destination Airport: Dallas/Fort Worth, TX: Dallas/Fort Worth International (DFW)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2023

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Origin Airport,Destination Airport,Airborne Time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AA","04/26/2023","2769","N140AN","SEA","DFW","198","2","0","0","0","167"
"AA","04/27/2023","0667","N982VJ","SEA","DFW","196","0","0","0","0","60"
"AA","04/27/2023","1667","N158AN","SEA","DFW","199","6","0","10","0","0"
"AA","04/27/2023","1992","N147AA","SEA","DFW","191","0","0","0","0","0"
"AA","04/27/2023","2748","N446AN","SEA","DFW","196","0","0","0","0","0"
"AA","04/27/2023","2767","N126AN","SEA","DFW","194","7","0","0","0","11"
"AA","04/27/2023","2769","N990AU","SEA","DFW","196","0","0","0","0","0"
"AA","04/28/2023","0667","N558UW","SEA","DFW","202","16","0","0","0","22"
"AA","04/28/2023","1667","N156AN","SEA","DFW","204","0","0","0","0","0"
"AA","04/28/2023","1992","N145AN","SEA","DFW","202","0","0","0","0","0"
"AA","04/28/2023","2748","N437AN","SEA","DFW","196","0","0","0","0","0"
"AA","04/28/2023","2767","N982VJ","SEA","DFW","226","7","0","25","0","0"
"AA","04/28/2023","2769","N131NN","SEA","DFW","206","0","0","0","0","0"
"AA","04/29/2023","0667","N151UW","SEA","DFW","188","0","0","0","0","0"
"AA","04/29/2023","1667","N121AN","SEA","DFW","0","0","0","0","0","0"
"AA","04/29/2023","1992","N926UW","SEA","DFW","195","0","0","0","0","157"
"AA","04/29/2023","2748","N451AN","SEA","DFW","198","0","0","0","0","0"
"AA","04/29/2023","2767","N558UW","SEA","DFW","195","0","0","0","0","0"
"AA","04/29/2023","2769","N993AN","SEA","DFW","200","0","0","0","0","0"
"AA","04/30/2023","0667","N187US","SEA","DFW","205","130","0","0","0","0"
"AA","04/30/2023","1667","N910AU","SEA","DFW","195","0","0","0","0","0"
"AA","04/30/2023","1992","N131NN","SEA","DFW","192","0","0","0","0","0"
"AA","04/30/2023","2748","N469AN","SEA","DFW","198","0","0","0","0","0"
"AA","04/30/2023","2767","N916US","SEA","DFW","196","0","0","0","0","0"
"AA","04/30/2023","2769","N930AU","SEA","DFW","196","0","0","0","0","0"
"AA","05/01/2023","0667","N155NN","SEA","DFW","213","680","0","9","0","0"
"AA","05/01/2023","1667","N907AA","SEA","DFW","200","0","0","0","0","0"
"AA","05/01/2023","1992","N909AM","SEA","DFW","204","0","0","20","0","0"
"AA","05/01/2023","2748","N449AN","SEA","DFW","201","0","0","0","0","0"
"AA","05/01/2023","2767","N190UW","SEA","DFW","200","0","0","0","0","0"
"AA","05/01/2023","2769","N153AN","SEA","DFW","207","5","0","12","0","0"
"AA","05/02/2023","1667","N912UY","SEA","DFW","208","0","0","0","0","0"
"AA","05/02/2023","1992","N989AU","SEA","DFW","212","18","0","7","0","0"
"AA","05/02/2023","2748","N443AA","SEA","DFW","209","38","0","6","0","0"
"AA","05/02/2023","2767","N551UW","SEA","DFW","215","0","0","20","0","0"
"AA","05/02/2023","2769","N123NN","SEA","DFW","213","0","0","0","0","0"
"AA","05/03/2023","1667","N167AN","SEA","DFW","205","0","0","0","0","0"
"AA","05/03/2023","1992","N159AN","SEA","DFW","210","0","0","0","0","0"
"AA","05/03/2023","2748","N429AN","SEA","DFW","210","0","0","0","0","0"
"AA","05/03/2023","2767","N151UW","SEA","DFW","207","0","0","0","0","0"
"AA","05/03/2023","2769","N994AN","SEA","DFW","206","0","0","0","0","0"
"AA","05/04/2023","0667","N196UW","SEA","DFW","207","0","0","0","0","0"
"AA","05/04/2023","1667","N130AN","SEA","DFW","214","0","0","0","0","0"
"AA","05/04/2023","1992","N994AN","SEA","DFW","212","0","0","0","0","0"
"AA","05/04/2023","2748","N420AN","SEA","DFW","213","0","0","0","0","0"
"AA","05/04/2023","2767","N521UW","SEA","DFW","213","0","0","0","0","0"
"AA","05/04/2023","2769","N928AM","SEA","DFW","233","0","0","35","0","0"
"AA","05/05/2023","0521","N919US","SEA","DFW","200","33","0","0","0","31"
"AA","05/05/2023","1667","N119NN","SEA","DFW","213","0","0","0","0","0"
"AA","05/05/2023","1992","N135NN","SEA","DFW","201","0","0","0","0","0"
"AA","05/05/2023","2748","N177US","SEA","DFW","212","0","0","0","0","0"
"AA","05/05/2023","2767","N181UW","SEA","DFW","243","0","0","78","0","0"
"AA","05/05/2023","2769","N156UW","SEA","DFW","203","0","0","0","0","216"
"AA","05/06/2023","1667","N132AN","SEA","DFW","207","0","0","0","0","0"
"AA","05/06/2023","1992","N928AM","SEA","DFW","250","0","0","23","0","0"
"AA","05/06/2023","2748","N572UW","SEA","DFW","208","0","0","0","0","0"
"AA","05/06/2023","2767","N974UY","SEA","DFW","225","0","0","16","0","0"
"AA","05/06/2023","2769","N130AN","SEA","DFW","230","0","0","21","0","0"
"AA","05/07/2023","0521","N925UY","SEA","DFW","194","0","0","0","0","0"
"AA","05/07/2023","1667","N137AA","SEA","DFW","199","0","0","0","0","0"
"AA","05/07/2023","1992","N567UW","SEA","DFW","208","0","0","0","0","0"
"AA","05/07/2023","2748","N167US","SEA","DFW","0","0","0","0","0","0"
"AA","05/07/2023","2767","N180US","SEA","DFW","208","25","0","0","0","0"
"AA","05/07/2023","2769","N928AM","SEA","DFW","200","0","0","0","0","0"
"AA","05/08/2023","0521","N909AM","SEA","DFW","204","0","0","0","0","0"
"AA","05/08/2023","1667","N934AA","SEA","DFW","203","0","0","0","0","0"
"AA","05/08/2023","1992","N122NN","SEA","DFW","206","30","0","3","0","2"
"AA","05/08/2023","2748","N918US","SEA","DFW","202","0","0","0","0","0"
"AA","05/08/2023","2767","N155UW","SEA","DFW","208","0","0","0","0","0"
"AA","05/08/2023","2769","N908AA","SEA","DFW","207","7","0","17","0","9"
"AA","05/09/2023","1667","N900UW","SEA","DFW","204","0","0","0","0","0"
"AA","05/09/2023","1992","N144AN","SEA","DFW","206","0","0","0","0","0"
"AA","05/09/2023","2748","N155UW","SEA","DFW","203","0","0","0","0","0"
"AA","05/09/2023","2767","N151UW","SEA","DFW","206","0","0","0","0","0"
"AA","05/09/2023","2769","N549UW","SEA","DFW","209","1","0","0","0","53"
"AA","05/10/2023","1667","N158AN","SEA","DFW","218","0","0","0","0","0"
"AA","05/10/2023","1992","N933AM","SEA","DFW","216","0","0","0","0","0"
"AA","05/10/2023","2748","N546UW","SEA","DFW","216","0","0","0","0","0"
"AA","05/10/2023","2767","N427AN","SEA","DFW","201","1146","0","4","0","0"
"AA","05/10/2023","2769","N992AU","SEA","DFW","243","0","0","35","0","0"
"AA","05/11/2023","0521","N976UY","SEA","DFW","204","0","0","0","0","0"
"AA","05/11/2023","1667","N995AN","SEA","DFW","200","0","0","0","0","0"
"AA","05/11/2023","1992","N158AN","SEA","DFW","219","0","0","0","0","0"
"AA","05/11/2023","2748","N170US","SEA","DFW","218","0","0","0","0","0"
"AA","05/11/2023","2767","N156UW","SEA","DFW","196","0","0","0","0","0"
"AA","05/11/2023","2769","N556UW","SEA","DFW","228","5","0","25","0","0"
"AA","05/12/2023","0521","N585UW","SEA","DFW","204","7","0","0","0","31"
"AA","05/12/2023","1667","N156AN","SEA","DFW","202","0","0","0","0","0"
"AA","05/12/2023","1992","N994AN","SEA","DFW","221","45","0","6","0","0"
"AA","05/12/2023","2748","N156UW","SEA","DFW","200","0","0","0","0","0"
"AA","05/12/2023","2767","N976UY","SEA","DFW","215","0","0","0","0","0"
"AA","05/12/2023","2769","N933AM","SEA","DFW","231","73","0","17","0","0"
"AA","05/13/2023","1667","N989AU","SEA","DFW","211","0","0","0","0","0"
"AA","05/13/2023","1992","N997AA","SEA","DFW","216","0","0","0","0","0"
"AA","05/13/2023","2748","N579UW","SEA","DFW","211","114","0","0","0","0"
"AA","05/13/2023","2767","N509AY","SEA","DFW","220","0","0","0","0","0"
"AA","05/13/2023","2769","N121AN","SEA","DFW","218","0","0","0","0","0"
"AA","05/14/2023","0521","N542UW","SEA","DFW","211","2","0","0","0","24"
"AA","05/14/2023","1667","N163AA","SEA","DFW","219","27","0","8","0","0"
"AA","05/14/2023","1992","N151AN","SEA","DFW","218","0","0","14","0","14"
"AA","05/14/2023","2748","N521UW","SEA","DFW","220","0","0","0","0","0"
"AA","05/14/2023","2767","N178US","SEA","DFW","231","8","0","15","0","0"
"AA","05/14/2023","2769","N125AA","SEA","DFW","228","1","0","14","0","0"
"AA","05/15/2023","0521","N194UW","SEA","DFW","195","497","0","0","0","0"
"AA","05/15/2023","1667","N903AA","SEA","DFW","208","0","0","0","0","0"
"AA","05/15/2023","1992","N154AA","SEA","DFW","227","0","0","0","0","0"
"AA","05/15/2023","2748","N155UW","SEA","DFW","209","0","0","0","0","0"
"AA","05/15/2023","2767","N162UW","SEA","DFW","204","39","0","0","0","0"
"AA","05/15/2023","2769","N166NN","SEA","DFW","230","0","0","27","0","0"
"AA","05/16/2023","1667","N996AN","SEA","DFW","201","0","0","0","0","310"
"AA","05/16/2023","1992","N124AA","SEA","DFW","198","0","0","0","0","0"
"AA","05/16/2023","2748","N172US","SEA","DFW","210","0","0","0","0","513"
"AA","05/16/2023","2767","N508AY","SEA","DFW","208","0","0","0","0","0"
"AA","05/16/2023","2769","N929AA","SEA","DFW","205","20","0","0","0","0"
"AA","05/17/2023","1667","N187US","SEA","DFW","202","18","0","0","0","0"
"AA","05/17/2023","1992","N131NN","SEA","DFW","214","0","0","0","0","0"
"AA","05/17/2023","2748","N559UW","SEA","DFW","196","0","0","0","0","0"
"AA","05/17/2023","2767","N563UW","SEA","DFW","209","0","0","0","0","0"
"AA","05/17/2023","2769","N900UW","SEA","DFW","209","0","0","0","0","0"
"AA","05/18/2023","0521","N912UY","SEA","DFW","203","0","0","0","0","0"
"AA","05/18/2023","1667","N909AM","SEA","DFW","198","0","0","0","0","0"
"AA","05/18/2023","1992","N126AN","SEA","DFW","207","0","0","0","0","0"
"AA","05/18/2023","2748","N546UW","SEA","DFW","203","0","0","0","0","0"
"AA","05/18/2023","2767","N179UW","SEA","DFW","214","4","0","17","0","0"
"AA","05/18/2023","2769","N996AN","SEA","DFW","207","0","0","0","0","0"
"AA","05/19/2023","0521","N914UY","SEA","DFW","0","0","0","0","0","0"
"AA","05/19/2023","1667","N164NN","SEA","DFW","198","0","0","0","0","0"
"AA","05/19/2023","1992","N989AU","SEA","DFW","231","0","0","89","0","0"
"AA","05/19/2023","2748","N916US","SEA","DFW","201","0","0","0","0","0"
"AA","05/19/2023","2767","N174US","SEA","DFW","0","0","0","0","0","0"
"AA","05/19/2023","2769","N159AN","SEA","DFW","196","0","0","208","0","0"
"AA","05/20/2023","1667","N119NN","SEA","DFW","207","0","0","0","0","0"
"AA","05/20/2023","1992","N928AM","SEA","DFW","213","12","0","4","0","0"
"AA","05/20/2023","2748","N928AM","SEA","DFW","207","0","0","0","0","0"
"AA","05/20/2023","2767","N916US","SEA","DFW","209","0","0","0","0","0"
"AA","05/20/2023","2769","N195UW","SEA","DFW","207","0","0","0","0","0"
"AA","05/21/2023","0521","N151UW","SEA","DFW","203","0","0","0","0","0"
"AA","05/21/2023","1667","N154AA","SEA","DFW","212","0","0","0","0","0"
"AA","05/21/2023","1992","N908AA","SEA","DFW","209","16","0","1","0","1"
"AA","05/21/2023","2748","N552UW","SEA","DFW","212","0","0","0","0","0"
"AA","05/21/2023","2767","N585UW","SEA","DFW","211","0","0","0","0","0"
"AA","05/21/2023","2769","N987AM","SEA","DFW","219","0","0","0","0","0"
"AA","05/22/2023","0521","N976UY","SEA","DFW","201","0","0","0","0","0"
"AA","05/22/2023","1667","N118NN","SEA","DFW","200","0","0","0","0","0"
"AA","05/22/2023","1992","N157AA","SEA","DFW","208","0","0","0","0","0"
"AA","05/22/2023","2748","N165US","SEA","DFW","198","0","0","0","0","0"
"AA","05/22/2023","2767","N156UW","SEA","DFW","210","0","0","17","0","0"
"AA","05/22/2023","2769","N909AM","SEA","DFW","209","0","0","0","0","0"
"AA","05/23/2023","1667","N929AA","SEA","DFW","200","0","0","0","0","0"
"AA","05/23/2023","1992","N521UW","SEA","DFW","210","364","0","0","0","0"
"AA","05/23/2023","2748","N184US","SEA","DFW","204","0","0","0","0","0"
"AA","05/23/2023","2767","N556UW","SEA","DFW","208","0","0","0","0","0"
"AA","05/23/2023","2769","N138AN","SEA","DFW","212","0","0","0","0","0"
"AA","05/24/2023","1667","N166NN","SEA","DFW","206","0","0","0","0","0"
"AA","05/24/2023","1992","N930AU","SEA","DFW","215","0","0","0","0","0"
"AA","05/24/2023","2748","N901AA","SEA","DFW","210","0","0","0","0","0"
"AA","05/24/2023","2767","N991AU","SEA","DFW","211","13","0","18","0","0"
"AA","05/24/2023","2769","N931AM","SEA","DFW","208","0","0","0","0","0"
"AA","05/25/2023","0521","N184US","SEA","DFW","221","0","0","0","0","0"
"AA","05/25/2023","1667","N118NN","SEA","DFW","202","0","0","0","0","0"
"AA","05/25/2023","1992","N161UW","SEA","DFW","213","0","0","0","0","0"
"AA","05/25/2023","2748","N156UW","SEA","DFW","205","0","0","0","0","0"
"AA","05/25/2023","2767","N179UW","SEA","DFW","209","0","0","0","0","0"
"AA","05/25/2023","2769","N933AM","SEA","DFW","205","0","0","0","0","0"
"AA","05/26/2023","0521","N507AY","SEA","DFW","209","0","0","0","0","0"
"AA","05/26/2023","1667","N931AM","SEA","DFW","212","0","0","0","0","0"
"AA","05/26/2023","1992","N142AN","SEA","DFW","208","0","0","0","0","0"
"AA","05/26/2023","2748","N188US","SEA","DFW","208","0","0","0","0","0"
"AA","05/26/2023","2767","N173US","SEA","DFW","212","0","0","0","0","0"
"AA","05/26/2023","2769","N137AA","SEA","DFW","210","0","0","0","0","0"
"AA","05/27/2023","1667","N135NN","SEA","DFW","204","0","0","0","0","0"
"AA","05/27/2023","2748","N913US","SEA","DFW","196","0","0","0","0","0"
"AA","05/27/2023","2767","N169UW","SEA","DFW","212","7","0","7","0","59"
"AA","05/27/2023","2769","N124AA","SEA","DFW","208","0","0","0","0","0"
"AA","05/28/2023","0521","N510UW","SEA","DFW","198","0","0","0","0","0"
"AA","05/28/2023","1667","N139AN","SEA","DFW","197","0","0","0","0","0"
"AA","05/28/2023","1992","N995AN","SEA","DFW","200","0","0","0","0","0"
"AA","05/28/2023","2748","N995AN","SEA","DFW","200","0","0","0","0","0"
"AA","05/28/2023","2767","N158AN","SEA","DFW","219","3","0","21","0","0"
"AA","05/28/2023","2769","N988AL","SEA","DFW","199","0","0","0","0","0"
"AA","05/29/2023","0521","N191UW","SEA","DFW","204","0","0","0","0","0"
"AA","05/29/2023","1667","N146AA","SEA","DFW","199","0","0","0","0","0"
"AA","05/29/2023","1992","N123NN","SEA","DFW","200","7","0","0","0","9"
"AA","05/29/2023","2748","N917UY","SEA","DFW","196","0","0","0","0","0"
"AA","05/29/2023","2767","N567UW","SEA","DFW","200","0","0","0","0","22"
"AA","05/29/2023","2769","N156AN","SEA","DFW","205","1","0","17","0","0"
"AA","05/30/2023","1667","N155NN","SEA","DFW","202","0","0","0","0","0"
"AA","05/30/2023","1992","N139AN","SEA","DFW","217","0","0","0","0","0"
"AA","05/30/2023","2748","N567UW","SEA","DFW","203","0","0","0","0","0"
"AA","05/30/2023","2767","N519UW","SEA","DFW","240","2","0","38","0","0"
"AA","05/30/2023","2769","N157AA","SEA","DFW","218","0","0","21","0","0"
"AA","05/31/2023","1667","N128AN","SEA","DFW","206","0","0","0","0","0"
"AA","05/31/2023","1992","N120EE","SEA","DFW","229","12","0","22","0","0"
"AA","05/31/2023","2748","N584UW","SEA","DFW","206","138","0","6","0","0"
"AA","05/31/2023","2767","N198UW","SEA","DFW","213","0","0","0","0","0"
"AA","05/31/2023","2769","N166NN","SEA","DFW","211","0","0","0","0","0"
"AA","06/01/2023","1326","N160AN","SEA","DFW","212","0","0","0","0","0"
"AA","06/01/2023","1667","N401AN","SEA","DFW","219","0","0","0","0","0"
"AA","06/01/2023","1992","N162UW","SEA","DFW","213","0","0","0","0","0"
"AA","06/01/2023","2472","N851NN","SEA","DFW","217","0","0","0","0","0"
"AA","06/01/2023","2719","N171US","SEA","DFW","234","0","0","22","0","0"
"AA","06/01/2023","2748","N572UW","SEA","DFW","234","0","0","39","0","0"
"AA","06/01/2023","2767","N124AA","SEA","DFW","211","0","0","0","0","0"
"AA","06/01/2023","2769","N188US","SEA","DFW","210","4","0","0","0","30"
"AA","06/02/2023","1326","N901AA","SEA","DFW","234","0","0","16","0","0"
"AA","06/02/2023","1667","N162AA","SEA","DFW","235","4","0","41","0","292"
"AA","06/02/2023","1876","N926UW","SEA","DFW","203","0","0","0","0","0"
"AA","06/02/2023","1992","N559UW","SEA","DFW","203","0","0","0","0","0"
"AA","06/02/2023","2472","N801NN","SEA","DFW","229","9","0","25","0","0"
"AA","06/02/2023","2748","N448AN","SEA","DFW","215","0","0","18","0","0"
"AA","06/02/2023","2767","N148AN","SEA","DFW","232","13","0","24","0","13"
"AA","06/02/2023","2769","N536UW","SEA","DFW","226","5","0","31","0","0"
"AA","06/03/2023","1326","N118NN","SEA","DFW","243","0","0","20","0","0"
"AA","06/03/2023","1667","N446AN","SEA","DFW","195","0","0","0","0","0"
"AA","06/03/2023","1876","N536UW","SEA","DFW","205","369","0","0","0","220"
"AA","06/03/2023","1992","N183UW","SEA","DFW","225","0","0","0","0","0"
"AA","06/03/2023","2472","N905AN","SEA","DFW","219","0","0","0","0","0"
"AA","06/03/2023","2748","N519UW","SEA","DFW","204","0","0","0","0","0"
"AA","06/03/2023","2767","N986AN","SEA","DFW","208","21","0","0","0","0"
"AA","06/03/2023","2769","N196UW","SEA","DFW","241","13","0","31","0","0"
"AA","06/04/2023","1326","N136AN","SEA","DFW","227","0","0","22","0","0"
"AA","06/04/2023","1667","N551UW","SEA","DFW","214","227","0","13","0","1247"
"AA","06/04/2023","1992","N162UW","SEA","DFW","215","0","11","0","0","21"
"AA","06/04/2023","2472","N855NN","SEA","DFW","243","2","0","34","0","0"
"AA","06/04/2023","2748","N553UW","SEA","DFW","217","0","0","0","0","0"
"AA","06/04/2023","2767","N973UY","SEA","DFW","211","41","0","0","0","593"
"AA","06/04/2023","2769","N132AN","SEA","DFW","216","0","0","0","0","0"
"AA","06/05/2023","1326","N164NN","SEA","DFW","205","15","0","0","0","12"
"AA","06/05/2023","1667","N407AN","SEA","DFW","205","0","0","0","0","0"
"AA","06/05/2023","1876","N434AN","SEA","DFW","219","0","0","4","0","95"
"AA","06/05/2023","1992","N161AA","SEA","DFW","200","0","0","0","0","51"
"AA","06/05/2023","2472","N948AN","SEA","DFW","217","0","0","0","0","0"
"AA","06/05/2023","2748","N170US","SEA","DFW","212","31","0","0","0","0"
"AA","06/05/2023","2767","N169UW","SEA","DFW","211","0","0","0","0","0"
"AA","06/05/2023","2769","N918US","SEA","DFW","208","7","0","10","0","25"
"AA","06/06/2023","1667","N443AA","SEA","DFW","199","0","0","0","0","0"
"AA","06/06/2023","1992","N198UW","SEA","DFW","204","0","0","0","0","0"
"AA","06/06/2023","2472","N956NN","SEA","DFW","229","4","0","19","0","0"
"AA","06/06/2023","2748","N199UW","SEA","DFW","202","0","0","0","0","0"
"AA","06/06/2023","2767","N132AN","SEA","DFW","211","0","0","0","0","0"
"AA","06/06/2023","2769","N920US","SEA","DFW","216","0","0","0","0","0"
"AA","06/07/2023","1667","N422AN","SEA","DFW","205","0","0","0","0","0"
"AA","06/07/2023","1992","N560UW","SEA","DFW","216","0","0","0","0","0"
"AA","06/07/2023","2472","N957AN","SEA","DFW","217","0","0","0","0","0"
"AA","06/07/2023","2748","N519UW","SEA","DFW","207","0","0","0","0","0"
"AA","06/07/2023","2767","N910AU","SEA","DFW","215","0","0","0","0","0"
"AA","06/07/2023","2769","N436AN","SEA","DFW","213","0","0","50","0","0"
"AA","06/08/2023","1326","N934AA","SEA","DFW","209","0","0","0","0","0"
"AA","06/08/2023","1667","N447AN","SEA","DFW","218","0","0","0","0","0"
"AA","06/08/2023","1992","N573UW","SEA","DFW","204","0","0","0","0","0"
"AA","06/08/2023","2472","N958AN","SEA","DFW","232","0","0","21","0","0"
"AA","06/08/2023","2748","N580UW","SEA","DFW","220","0","0","0","0","0"
"AA","06/08/2023","2767","N449AN","SEA","DFW","215","0","0","0","0","0"
"AA","06/08/2023","2769","N185UW","SEA","DFW","214","0","0","0","0","0"
"AA","06/09/2023","1326","N141NN","SEA","DFW","208","0","0","1","0","51"
"AA","06/09/2023","1667","N419AN","SEA","DFW","203","0","0","0","0","0"
"AA","06/09/2023","1876","N586UW","SEA","DFW","206","0","0","0","0","0"
"AA","06/09/2023","1992","N183UW","SEA","DFW","206","0","0","0","0","0"
"AA","06/09/2023","2472","N994AN","SEA","DFW","207","0","0","0","0","0"
"AA","06/09/2023","2748","N524UW","SEA","DFW","204","0","0","0","0","0"
"AA","06/09/2023","2767","N925UY","SEA","DFW","221","0","0","21","0","0"
"AA","06/09/2023","2769","N164NN","SEA","DFW","214","0","0","0","0","0"
"AA","06/10/2023","1326","N989AU","SEA","DFW","198","0","45","0","0","0"
"AA","06/10/2023","1667","N450AN","SEA","DFW","200","0","0","0","0","0"
"AA","06/10/2023","1876","N178US","SEA","DFW","206","4","0","0","0","14"
"AA","06/10/2023","1992","N188US","SEA","DFW","201","0","0","0","0","0"
"AA","06/10/2023","2472","N306RC","SEA","DFW","202","0","107","0","0","0"
"AA","06/10/2023","2748","N922US","SEA","DFW","206","0","0","0","0","0"
"AA","06/10/2023","2767","N910AU","SEA","DFW","207","15","0","5","0","34"
"AA","06/10/2023","2769","N916US","SEA","DFW","198","0","38","0","0","0"
"AA","06/11/2023","1326","N418AN","SEA","DFW","209","2","0","29","0","186"
"AA","06/11/2023","1667","N402AN","SEA","DFW","206","0","0","0","0","0"
"AA","06/11/2023","1992","N578UW","SEA","DFW","205","0","0","4","0","25"
"AA","06/11/2023","2472","N554UW","SEA","DFW","207","9","0","24","0","0"
"AA","06/11/2023","2748","N916US","SEA","DFW","207","0","0","0","0","0"
"AA","06/11/2023","2767","N429AN","SEA","DFW","213","0","0","18","0","0"
"AA","06/11/2023","2769","N988AL","SEA","DFW","205","0","0","0","0","0"
"AA","06/12/2023","1326","N152AA","SEA","DFW","198","10","0","5","0","35"
"AA","06/12/2023","1667","N440AN","SEA","DFW","219","0","0","0","0","0"
"AA","06/12/2023","1876","N507AY","SEA","DFW","204","0","0","0","0","66"
"AA","06/12/2023","1992","N182UW","SEA","DFW","197","8","0","0","0","27"
"AA","06/12/2023","2472","N814NN","SEA","DFW","231","0","0","33","0","0"
"AA","06/12/2023","2748","N521UW","SEA","DFW","247","0","0","35","0","0"
"AA","06/12/2023","2767","N932AM","SEA","DFW","206","0","0","0","0","35"
"AA","06/12/2023","2769","N540UW","SEA","DFW","201","13","0","0","0","142"
"AA","06/13/2023","1667","N407AN","SEA","DFW","201","0","0","0","0","0"
"AA","06/13/2023","1992","N553UW","SEA","DFW","206","635","0","5","0","0"
"AA","06/13/2023","2472","N200NV","SEA","DFW","208","0","0","0","6","73"
"AA","06/13/2023","2748","N561UW","SEA","DFW","201","3","0","13","0","0"
"AA","06/13/2023","2767","N992AU","SEA","DFW","211","0","0","3","0","35"
"AA","06/13/2023","2769","N562UW","SEA","DFW","208","0","43","5","0","0"
"AA","06/14/2023","1667","N469AN","SEA","DFW","185","0","0","0","0","0"
"AA","06/14/2023","1992","N507AY","SEA","DFW","195","0","0","0","0","0"
"AA","06/14/2023","2472","N979AN","SEA","DFW","201","0","0","0","0","27"
"AA","06/14/2023","2748","N579UW","SEA","DFW","193","0","0","0","0","0"
"AA","06/14/2023","2767","N188US","SEA","DFW","213","0","0","0","0","0"
"AA","06/14/2023","2769","N419AN","SEA","DFW","196","7","0","0","0","10"
"AA","06/15/2023","1326","N913US","SEA","DFW","234","106","0","28","0","0"
"AA","06/15/2023","1667","N435AN","SEA","DFW","191","0","0","0","0","0"
"AA","06/15/2023","1992","N179UW","SEA","DFW","191","0","0","0","0","0"
"AA","06/15/2023","2472","N837NN","SEA","DFW","199","0","0","0","0","0"
"AA","06/15/2023","2748","N562UW","SEA","DFW","194","0","0","0","0","0"
"AA","06/15/2023","2767","N132AN","SEA","DFW","199","0","0","0","0","0"
"AA","06/15/2023","2769","N920US","SEA","DFW","208","23","0","0","0","0"
"AA","06/16/2023","1326","N136AN","SEA","DFW","194","679","0","0","0","542"
"AA","06/16/2023","1667","N466AN","SEA","DFW","194","0","0","0","0","0"
"AA","06/16/2023","1876","N188US","SEA","DFW","195","0","0","0","0","0"
"AA","06/16/2023","1992","N153UW","SEA","DFW","193","0","0","0","0","0"
"AA","06/16/2023","2472","N188US","SEA","DFW","203","18","0","0","0","26"
"AA","06/16/2023","2748","N758AN","SEA","DFW","188","0","0","0","0","595"
"AA","06/16/2023","2767","N127AA","SEA","DFW","196","0","0","0","0","0"
"AA","06/16/2023","2769","N558UW","SEA","DFW","198","10","0","0","0","21"
"AA","06/17/2023","1326","N131NN","SEA","DFW","185","0","0","0","0","34"
"AA","06/17/2023","1667","N427AN","SEA","DFW","187","0","0","0","0","0"
"AA","06/17/2023","1876","N558UW","SEA","DFW","193","0","0","0","0","0"
"AA","06/17/2023","1992","N579UW","SEA","DFW","192","0","0","0","0","0"
"AA","06/17/2023","2472","N862NN","SEA","DFW","191","0","0","0","0","0"
"AA","06/17/2023","2748","N191UW","SEA","DFW","192","194","0","0","0","0"
"AA","06/17/2023","2767","N906AA","SEA","DFW","193","0","0","0","0","0"
"AA","06/17/2023","2769","N534UW","SEA","DFW","204","0","0","0","0","0"
"AA","06/18/2023","1326","N124AA","SEA","DFW","198","0","0","0","0","0"
"AA","06/18/2023","1667","N447AN","SEA","DFW","192","0","0","0","0","0"
"AA","06/18/2023","1992","N587UW","SEA","DFW","192","7","0","0","0","12"
"AA","06/18/2023","2472","N983NN","SEA","DFW","196","0","0","0","0","0"
"AA","06/18/2023","2748","N155UW","SEA","DFW","198","0","0","0","0","0"
"AA","06/18/2023","2767","N468AN","SEA","DFW","190","0","0","0","0","0"
"AA","06/18/2023","2769","N905AU","SEA","DFW","191","7","0","0","0","79"
"AA","06/19/2023","1326","N140AN","SEA","DFW","195","0","0","0","0","0"
"AA","06/19/2023","1667","N419AN","SEA","DFW","196","0","0","0","0","0"
"AA","06/19/2023","1876","N507AY","SEA","DFW","192","0","0","0","0","0"
"AA","06/19/2023","1992","N925UY","SEA","DFW","200","0","0","0","0","151"
"AA","06/19/2023","2472","N902NN","SEA","DFW","200","0","0","0","0","0"
"AA","06/19/2023","2748","N536UW","SEA","DFW","196","0","0","0","0","0"
"AA","06/19/2023","2767","N166NN","SEA","DFW","200","0","0","0","0","0"
"AA","06/19/2023","2769","N156AN","SEA","DFW","193","0","0","0","0","0"
"AA","06/20/2023","1667","N427AN","SEA","DFW","198","0","0","0","0","0"
"AA","06/20/2023","1992","N587UW","SEA","DFW","202","0","0","0","0","0"
"AA","06/20/2023","2472","N815NN","SEA","DFW","201","0","0","0","9","11"
"AA","06/20/2023","2748","N917UY","SEA","DFW","201","66","0","0","0","0"
"AA","06/20/2023","2767","N145AN","SEA","DFW","199","0","0","0","0","0"
"AA","06/20/2023","2769","N199UW","SEA","DFW","195","0","0","0","0","0"
